Coding System (Read),Codes,Description,Entity type,Category
Read,86031998,,res67: Hypertension_Drug_Code,drug
Read,86039998,,res67: Hypertension_Drug_Code,drug
Read,86040998,,res67: Hypertension_Drug_Code,drug
Read,86052998,,res67: Hypertension_Drug_Code,drug
Read,86053998,,res67: Hypertension_Drug_Code,drug
Read,86054998,,res67: Hypertension_Drug_Code,drug
Read,86089998,,res67: Hypertension_Drug_Code,drug
Read,86090998,,res67: Hypertension_Drug_Code,drug
Read,86092998,,res67: Hypertension_Drug_Code,drug
Read,86093998,,res67: Hypertension_Drug_Code,drug
Read,86107998,,res67: Hypertension_Drug_Code,drug
Read,86108998,,res67: Hypertension_Drug_Code,drug
Read,86124998,,res67: Hypertension_Drug_Code,drug
Read,86125998,,res67: Hypertension_Drug_Code,drug
Read,86129998,,res67: Hypertension_Drug_Code,drug
Read,86137998,,res67: Hypertension_Drug_Code,drug
Read,86138998,,res67: Hypertension_Drug_Code,drug
Read,86348998,,res67: Hypertension_Drug_Code,drug
Read,86350998,,res67: Hypertension_Drug_Code,drug
Read,86454998,,res67: Hypertension_Drug_Code,drug
Read,86520998,,res67: Hypertension_Drug_Code,drug
Read,86521998,,res67: Hypertension_Drug_Code,drug
Read,86522998,,res67: Hypertension_Drug_Code,drug
Read,86583998,,res67: Hypertension_Drug_Code,drug
Read,86826998,,res67: Hypertension_Drug_Code,drug
Read,86898998,,res67: Hypertension_Drug_Code,drug
Read,86929998,,res67: Hypertension_Drug_Code,drug
Read,86930998,,res67: Hypertension_Drug_Code,drug
Read,86931998,,res67: Hypertension_Drug_Code,drug
Read,86973998,,res67: Hypertension_Drug_Code,drug
Read,86974998,,res67: Hypertension_Drug_Code,drug
Read,86989998,,res67: Hypertension_Drug_Code,drug
Read,86990998,,res67: Hypertension_Drug_Code,drug
Read,87016998,,res67: Hypertension_Drug_Code,drug
Read,87021998,,res67: Hypertension_Drug_Code,drug
Read,87022998,,res67: Hypertension_Drug_Code,drug
Read,87027998,,res67: Hypertension_Drug_Code,drug
Read,87028998,,res67: Hypertension_Drug_Code,drug
Read,87064998,,res67: Hypertension_Drug_Code,drug
Read,87152998,,res67: Hypertension_Drug_Code,drug
Read,87153998,,res67: Hypertension_Drug_Code,drug
Read,87212998,,res67: Hypertension_Drug_Code,drug
Read,87213998,,res67: Hypertension_Drug_Code,drug
Read,87214998,,res67: Hypertension_Drug_Code,drug
Read,87226998,,res67: Hypertension_Drug_Code,drug
Read,87261998,,res67: Hypertension_Drug_Code,drug
Read,87294998,,res67: Hypertension_Drug_Code,drug
Read,87295998,,res67: Hypertension_Drug_Code,drug
Read,87297998,,res67: Hypertension_Drug_Code,drug
Read,87298998,,res67: Hypertension_Drug_Code,drug
Read,87370998,,res67: Hypertension_Drug_Code,drug
Read,87371998,,res67: Hypertension_Drug_Code,drug
Read,87372998,,res67: Hypertension_Drug_Code,drug
Read,87421998,,res67: Hypertension_Drug_Code,drug
Read,87422998,,res67: Hypertension_Drug_Code,drug
Read,87424998,,res67: Hypertension_Drug_Code,drug
Read,87426998,,res67: Hypertension_Drug_Code,drug
Read,87427998,,res67: Hypertension_Drug_Code,drug
Read,87428998,,res67: Hypertension_Drug_Code,drug
Read,87446998,,res67: Hypertension_Drug_Code,drug
Read,87447998,,res67: Hypertension_Drug_Code,drug
Read,87507998,,res67: Hypertension_Drug_Code,drug
Read,87508998,,res67: Hypertension_Drug_Code,drug
Read,87509998,,res67: Hypertension_Drug_Code,drug
Read,87510998,,res67: Hypertension_Drug_Code,drug
Read,87511998,,res67: Hypertension_Drug_Code,drug
Read,87512998,,res67: Hypertension_Drug_Code,drug
Read,87515998,,res67: Hypertension_Drug_Code,drug
Read,87539998,,res67: Hypertension_Drug_Code,drug
Read,87572998,,res67: Hypertension_Drug_Code,drug
Read,87573998,,res67: Hypertension_Drug_Code,drug
Read,87621998,,res67: Hypertension_Drug_Code,drug
Read,87622998,,res67: Hypertension_Drug_Code,drug
Read,87648998,,res67: Hypertension_Drug_Code,drug
Read,87649998,,res67: Hypertension_Drug_Code,drug
Read,87653998,,res67: Hypertension_Drug_Code,drug
Read,87654998,,res67: Hypertension_Drug_Code,drug
Read,87699998,,res67: Hypertension_Drug_Code,drug
Read,87702998,,res67: Hypertension_Drug_Code,drug
Read,87812998,,res67: Hypertension_Drug_Code,drug
Read,87879998,,res67: Hypertension_Drug_Code,drug
Read,87888998,,res67: Hypertension_Drug_Code,drug
Read,87889998,,res67: Hypertension_Drug_Code,drug
Read,87890998,,res67: Hypertension_Drug_Code,drug
Read,87897998,,res67: Hypertension_Drug_Code,drug
Read,87898998,,res67: Hypertension_Drug_Code,drug
Read,87899998,,res67: Hypertension_Drug_Code,drug
Read,87900998,,res67: Hypertension_Drug_Code,drug
Read,87901998,,res67: Hypertension_Drug_Code,drug
Read,87902998,,res67: Hypertension_Drug_Code,drug
Read,87903998,,res67: Hypertension_Drug_Code,drug
Read,87904998,,res67: Hypertension_Drug_Code,drug
Read,87905998,,res67: Hypertension_Drug_Code,drug
Read,87906998,,res67: Hypertension_Drug_Code,drug
Read,87963998,,res67: Hypertension_Drug_Code,drug
Read,87969998,,res67: Hypertension_Drug_Code,drug
Read,87984998,,res67: Hypertension_Drug_Code,drug
Read,87992997,,res67: Hypertension_Drug_Code,drug
Read,87992998,,res67: Hypertension_Drug_Code,drug
Read,88034998,,res67: Hypertension_Drug_Code,drug
Read,88055998,,res67: Hypertension_Drug_Code,drug
Read,88062998,,res67: Hypertension_Drug_Code,drug
Read,88083997,,res67: Hypertension_Drug_Code,drug
Read,88083998,,res67: Hypertension_Drug_Code,drug
Read,88116998,,res67: Hypertension_Drug_Code,drug
Read,88234997,,res67: Hypertension_Drug_Code,drug
Read,88234998,,res67: Hypertension_Drug_Code,drug
Read,88290997,,res67: Hypertension_Drug_Code,drug
Read,88290998,,res67: Hypertension_Drug_Code,drug
Read,88319996,,res67: Hypertension_Drug_Code,drug
Read,88319997,,res67: Hypertension_Drug_Code,drug
Read,88319998,,res67: Hypertension_Drug_Code,drug
Read,88328998,,res67: Hypertension_Drug_Code,drug
Read,88335998,,res67: Hypertension_Drug_Code,drug
Read,88349996,,res67: Hypertension_Drug_Code,drug
Read,88349997,,res67: Hypertension_Drug_Code,drug
Read,88349998,,res67: Hypertension_Drug_Code,drug
Read,88350998,,res67: Hypertension_Drug_Code,drug
Read,88410998,,res67: Hypertension_Drug_Code,drug
Read,88418997,,res67: Hypertension_Drug_Code,drug
Read,88418998,,res67: Hypertension_Drug_Code,drug
Read,88425998,,res67: Hypertension_Drug_Code,drug
Read,88433998,,res67: Hypertension_Drug_Code,drug
